PUT,KP,kp
PUT,KW,kw
PUT,KV,kv
PUT,KU,ku
PUT,KT,kt
PUT,KZ,kz
PUT,KY,ky
PUT,KX,kx
PUT,DN,dn
PUT,DO,do
PUT,DL,dl
PUT,DM,dm
PUT,DJ,dj
PUT,DK,dk
PUT,DH,dh
PUT,DI,di
PUT,DF,df
PUT,DG,dg
PUT,DD,dd
PUT,DE,de
PUT,DB,db
PUT,DC,dc
PUT,DA,da
PUT,DZ,dz
PUT,DX,dx
PUT,DY,dy
PUT,DV,dv
PUT,DW,dw
PUT,DT,dt
PUT,DU,du
PUT,DR,dr
PUT,DS,ds
PUT,DP,dp
PUT,DQ,dq
PUT,WL,wl
PUT,QQ,qq
PUT,QP,qp
PUT,QS,qs
PUT,QR,qr
PUT,QU,qu
PUT,QT,qt
PUT,QW,qw
PUT,QV,qv
PUT,QY,qy
PUT,QX,qx
PUT,QZ,qz
PUT,WJ,wj
PUT,QA,qa
PUT,QC,qc
PUT,QB,qb
PUT,QE,qe
PUT,QD,qd
PUT,QG,qg
PUT,QF,qf
PUT,QI,qi
PUT,QH,qh
PUT,QK,qk
PUT,QJ,qj
PUT,QM,qm
PUT,QL,ql
PUT,QO,qo
PUT,QN,qn
PUT,WG,wg
PUT,WF,wf
PUT,WE,we
PUT,WD,wd
PUT,JX,jx
PUT,JY,jy
PUT,JZ,jz
PUT,JT,jt
PUT,JU,ju
PUT,JV,jv
PUT,JW,jw
PUT,JP,jp
PUT,JQ,jq
PUT,JR,jr
PUT,JS,js
PUT,JL,jl
PUT,JM,jm
PUT,JN,jn
PUT,JO,jo
PUT,JH,jh
PUT,JI,ji
PUT,JJ,jj
PUT,JK,jk
PUT,JD,jd
PUT,JE,je
PUT,JF,jf
PUT,JG,jg
PUT,JA,ja
PUT,JB,jb
PUT,JC,jc
PUT,WH,wh
PUT,PR,pr
PUT,PS,ps
PUT,PP,pp
PUT,PQ,pq
PUT,PV,pv
PUT,PW,pw
PUT,PT,pt
PUT,PU,pu
PUT,PZ,pz
PUT,PX,px
PUT,PY,py
PUT,PB,pb
PUT,PC,pc
PUT,PA,pa
PUT,PF,pf
PUT,PG,pg
PUT,PD,pd
PUT,PE,pe
PUT,PJ,pj
PUT,PK,pk
PUT,PH,ph
PUT,PI,pi
PUT,PN,pn
PUT,PO,po
PUT,PL,pl
PUT,PM,pm
PUT,CK,ck
PUT,CJ,cj
PUT,CI,ci
PUT,CH,ch
PUT,CO,co
PUT,CN,cn
PUT,CM,cm
PUT,CL,cl
PUT,CC,cc
PUT,CB,cb
PUT,CA,ca
PUT,CG,cg
PUT,CF,cf
PUT,CE,ce
PUT,CD,cd
PUT,CZ,cz
PUT,CY,cy
PUT,CX,cx
PUT,CS,cs
PUT,CR,cr
PUT,CQ,cq
PUT,CP,cp
PUT,CW,cw
PUT,CV,cv
PUT,CU,cu
PUT,CT,ct
PUT,IY,iy
PUT,IX,ix
PUT,VB,vb
PUT,IZ,iz
PUT,VD,vd
PUT,VE,ve
PUT,VF,vf
PUT,VG,vg
PUT,IQ,iq
PUT,IP,ip
PUT,IS,is
PUT,IR,ir
PUT,IU,iu
PUT,IT,it
PUT,IW,iw
PUT,IV,iv
PUT,II,ii
PUT,IH,ih
PUT,IK,ik
PUT,IJ,ij
PUT,IM,im
PUT,IL,il
PUT,IO,io
PUT,IN,in
PUT,IA,ia
PUT,VY,vy
PUT,IC,ic
PUT,IB,ib
PUT,IE,ie
PUT,ID,id
PUT,IG,ig
PUT,IF,if
PUT,BD,bd
PUT,BE,be
PUT,BF,bf
PUT,BG,bg
PUT,BA,ba
PUT,BB,bb
PUT,BC,bc
PUT,BL,bl
PUT,BM,bm
PUT,BN,bn
PUT,BO,bo
PUT,BH,bh
PUT,BI,bi
PUT,BJ,bj
PUT,BK,bk
PUT,BT,bt
PUT,BU,bu
PUT,BV,bv
PUT,BW,bw
PUT,BP,bp
PUT,BQ,bq
PUT,BR,br
PUT,BS,bs
PUT,BX,bx
PUT,BY,by
PUT,BZ,bz
PUT,OO,oo
PUT,ON,on
PUT,OM,om
PUT,OL,ol
PUT,OK,ok
PUT,OJ,oj
PUT,OI,oi
PUT,OH,oh
PUT,OG,og
PUT,OF,of
PUT,OE,oe
PUT,OD,od
PUT,OC,oc
PUT,OB,ob
PUT,OA,oa
PUT,OZ,oz
PUT,OY,oy
PUT,OX,ox
PUT,OW,ow
PUT,OV,ov
PUT,OU,ou
PUT,OT,ot
PUT,OS,os
PUT,OR,or
PUT,OQ,oq
PUT,OP,op
PUT,HZ,hz
PUT,HX,hx
PUT,HY,hy
PUT,HR,hr
PUT,HS,hs
PUT,HP,hp
PUT,HQ,hq
PUT,HV,hv
PUT,HW,hw
PUT,HT,ht
PUT,HU,hu
PUT,HJ,hj
PUT,HK,hk
PUT,HH,hh
PUT,HI,hi
PUT,HN,hn
PUT,HO,ho
PUT,HL,hl
PUT,HM,hm
PUT,HB,hb
PUT,HC,hc
PUT,HA,ha
PUT,HF,hf
PUT,HG,hg
PUT,HD,hd
PUT,HE,he
PUT,UY,uy
PUT,UX,ux
PUT,UZ,uz
PUT,UU,uu
PUT,UT,ut
PUT,UW,uw
PUT,UV,uv
PUT,UQ,uq
PUT,UP,up
PUT,US,us
PUT,UR,ur
PUT,UM,um
PUT,UL,ul
PUT,UO,uo
PUT,UN,un
PUT,UI,ui
PUT,UH,uh
PUT,UK,uk
PUT,UJ,uj
PUT,UE,ue
PUT,UD,ud
PUT,UG,ug
PUT,UF,uf
PUT,UA,ua
PUT,UC,uc
PUT,UB,ub
PUT,NH,nh
PUT,NI,ni
PUT,NJ,nj
PUT,NK,nk
PUT,NL,nl
PUT,NM,nm
PUT,NN,nn
PUT,NO,no
PUT,NA,na
PUT,NB,nb
PUT,NC,nc
PUT,ND,nd
PUT,NE,ne
PUT,NF,nf
PUT,NG,ng
PUT,NX,nx
PUT,NY,ny
PUT,NZ,nz
PUT,NP,np
PUT,NQ,nq
PUT,NR,nr
PUT,NS,ns
PUT,NT,nt
PUT,NU,nu
PUT,NV,nv
PUT,NW,nw
PUT,VN,vn
PUT,TZ,tz
PUT,TX,tx
PUT,TY,ty
PUT,TV,tv
PUT,TW,tw
PUT,TT,tt
PUT,TU,tu
PUT,TR,tr
PUT,TS,ts
PUT,TP,tp
PUT,TQ,tq
PUT,TN,tn
PUT,TO,to
PUT,TL,tl
PUT,TM,tm
PUT,TJ,tj
PUT,TK,tk
PUT,TH,th
PUT,TI,ti
PUT,TF,tf
PUT,TG,tg
PUT,TD,td
PUT,TE,te
PUT,TB,tb
PUT,TC,tc
PUT,TA,ta
PUT,AA,aa
PUT,AC,ac
PUT,AB,ab
PUT,AE,ae
PUT,AD,ad
PUT,AG,ag
PUT,AF,af
PUT,AI,ai
PUT,AH,ah
PUT,AK,ak
PUT,AJ,aj
PUT,AM,am
PUT,AL,al
PUT,AO,ao
PUT,AN,an
PUT,AQ,aq
PUT,AP,ap
PUT,AS,as
PUT,AR,ar
PUT,AU,au
PUT,AT,at
PUT,AW,aw
PUT,AV,av
PUT,AY,ay
PUT,AX,ax
PUT,AZ,az
PUT,VK,vk
